book,scene_id,chapter_slug,line_start,line_end,slug_text,pov,time_marker,asserted_location,is_slug
1,s161-watchers-took-everything-from-the-apartment-but-the,chapter-twenty,4018,4022,"Watchers took everything from the apartment. But they never really",Blake,"","Watchers took everything from the apartment",true
1,s162-forming-the-same-proportional-relationships-as-the-s,chapter-twenty,4023,4082,"forming the same proportional relationships as the Strahov ceiling. \"He",Blake,"","forming the same proportional relationships as the Strahov ceiling",true
1,s163-strahov-latin-the-work-was-ready-professor-ashwort,chapter-twenty-one,4083,4083,"Strahov Latin. The work was ready. Professor Ashworth had agreed to lead",Blake,"","Strahov Latin",true
1,s164-independent-verification-miroslav-confirmed-the-pra,chapter-twenty-one,4084,4130,"independent verification. Miroslav confirmed the Prague end.",Blake,"","Miroslav confirmed the Prague end.",true
1,s165-morning-coffee-won-t-always-feel-like-it-used-to-yo,chapter-twenty-one,4131,4160,"Morning Coffee won't always feel like it used to. You'll see more math",Blake,"Morning","",true
1,s166-tomorrow,chapter-twenty-one,4161,4257,"\"Tomorrow.\"",Blake,"","",true
1,s167-the-chamber,epilogue,4258,4415,"The chamber.",Blake,"","The chamber.",true
1,s168-the-foundation-needs-permanent-sites-training-prot,epilogue,4416,4443,"\"The Foundation needs permanent sites. Training protocols. A",Blake,"","\"The Foundation needs permanent sites",true
1,s169-the-chamber-like-a-memory-of-a-conversation-he-d-nev,epilogue,4444,4468,"the chamber like a memory of a conversation he'd never had.",Nadia,"","the chamber like a memory of a conversation he'd never had.",true
1,s170-six-months-later,epilogue,4469,4470,"SIX MONTHS LATER",Nadia,"","",true
1,s171-not-a-decision-a-recognition-nadia-sat-at-the-kitc,epilogue,4471,4503,"Not a decision, a recognition. Nadia sat at the kitchen table on",Nadia,"","Nadia sat at the kitchen table on",true
1,s172-the-masters-foundation-for-acoustic-research-501-c,epilogue,4504,4530,"\"The Masters Foundation for Acoustic Research. 501(c)(3). Tax-exempt.",Nadia,"","\"The Masters Foundation for Acoustic Research",true
1,s173-the-foundation-needs-a-director-she-said-full-t,epilogue,4531,4545,"\"The Foundation needs a director,\" she said. \"Full-time. Salary.",Nadia,"","\"The Foundation needs a director,\" she said",true
1,s174-tuesday-coffee-the-elm-tree-the-beginning-of-the,epilogue,4546,4608,"Tuesday. Coffee. The elm tree. The beginning of the Foundation;",Nadia,"","The beginning of the Foundation;",true
1,s175-bench-she-sat-down-and-took-an-envelope-from-her-ba,epilogue,4609,4653,"bench. She sat down and took an envelope from her bag, a Foundation",Nadia,"","She sat down and took an envelope from her bag, a Foundation",true
2,s001-chapter-one,chapter-one,10,10,"CHAPTER ONE",Nadia,"","",true
2,s002-the-stone-cottage,chapter-one,11,16,"THE STONE COTTAGE",Nadia,"","THE STONE COTTAGE",true
2,s003-the-stone-cottage-one-window-facing-south-the-desk,chapter-one,17,42,"The stone cottage. One window facing south. The desk Blake had",Nadia,"","The stone cottage",true
2,s004-he-would-not-miss-the-wind-the-gale-in-m-rdalsj-kul,volume,-every-word-of-it-set-down-in-the-seventh-moleskine-with-a-pen,43,90,"He would not miss the wind. The gale in Mýrdalsjökull had",Nadia,"","The gale in Mýrdalsjökull had",true
2,s005-fedex-from-prague-return-address-eva-ern-charl,volume,-every-word-of-it-set-down-in-the-seventh-moleskine-with-a-pen,91,100,"FedEx, from Prague. Return address: Eva Černá, Charles University",Eva,"","FedEx, from Prague",true
2,s006-he-opened-the-package-at-the-kitchen-table-inside,volume,-every-word-of-it-set-down-in-the-seventh-moleskine-with-a-pen,101,103,"He opened the package at the kitchen table. Inside: a photocopy of",Blake,"","He opened the package at the kitchen table",true
2,s007-was-not-from-the-strahov-collection-itself-eva-s-co,volume,-every-word-of-it-set-down-in-the-seventh-moleskine-with-a-pen,104,119,"was not from the Strahov collection itself. Eva's cover letter explained",Blake,"","was not from the Strahov collection itself",true
2,s008-fragments-during-the-prague-research-de-occulta-phi,volume,-every-word-of-it-set-down-in-the-seventh-moleskine-with-a-pen,120,130,"fragments during the Prague research. De Occulta Philosophia,",Blake,"","fragments during the Prague research",true
2,s009-the-strahov-monks-had-been-reading-across-traditions,volume,-every-word-of-it-set-down-in-the-seventh-moleskine-with-a-pen,131,155,"The Strahov monks had been reading across traditions. The",Blake,"","The Strahov monks had been reading across traditions",true
2,s010-to-the-spine-of-the-moleskine-iceland-in-september,volume,-every-word-of-it-set-down-in-the-seventh-moleskine-with-a-pen,156,169,"to the spine of the Moleskine. Iceland in September, the light was amber",Blake,"September, the light was ambe","Iceland in September, the light was amber",true
2,s011-i-m-saying-the-library-was-a-preparation-chamber-n,volume,-every-word-of-it-set-down-in-the-seventh-moleskine-with-a-pen,170,170,"\"I'm saying the library was a preparation chamber. Not for sound.",Blake,"","\"I'm saying the library was a preparation chamber",true
2,s012-for-knowledge-the-monks-entered-the-acoustic-chambe,volume,-every-word-of-it-set-down-in-the-seventh-moleskine-with-a-pen,171,251,"For knowledge. The monks entered the acoustic chamber with their",Blake,"","The monks entered the acoustic chamber with their",true
2,s013-he-set-up-a-reading-station-on-the-cottage-desk-thr,chapter-two,252,295,"He set up a reading station on the cottage desk. Three stacks:",Blake,"","He set up a reading station on the cottage desk",true
2,s014-blake-sat-with-this-for-a-long-time-the-cottage-was,chapter-two,296,414,"Blake sat with this for a long time. The cottage was silent. The wind",Blake,"","The cottage was silent",true
2,s015-the-library-wasn-t-a-library-it-was-a-preparation-c,chapter-14,415,415,"the library wasn't a library. It was a preparation chamber for the eyes the",Blake,"","It was a preparation chamber for the eyes the",true
2,s016-way-the-crypt-was-a-preparation-chamber-for-the-ears,chapter-14,416,417,"way the crypt was a preparation chamber for the ears. The monks didn't",Blake,"","way the crypt was a preparation chamber for the ears",true
2,s017-the-wind-picked-up-outside-the-cottage-windows-ratt,chapter-14,418,522,"The wind picked up outside. The cottage windows rattled, thin glass",Blake,"","The cottage windows rattled, thin glass",true
2,s018-corresponds-to-the-strahov-crypt-he-mapped-the-site,chapter-14,523,524,"corresponds to the Strahov crypt. He mapped the sites by hanging toy",Blake,"","corresponds to the Strahov crypt",true
2,s019-the-cottage-was-very-quiet-blake-looked-at-the-mole,chapter-14,525,554,"The cottage was very quiet. Blake looked at the Moleskine, at the",Blake,"","The cottage was very quiet",true
2,s020-page-218-moreau-describing-his-selection-process-fo,chapter-14,555,607,"Page 218. Moreau describing his selection process for chamber",Nadia,"","Moreau describing his selection process for chamber",true
2,s021-chapter-three,chapter-three,608,610,"CHAPTER THREE",Nadia,"","",true
2,s022-at-five-twelve-in-the-morning-the-foundation-is-the,chapter-three,611,618,"At five-twelve in the morning, the Foundation is the quietest building in",Nadia,"morning","At five-twelve in the morning, the Foundation is the quietest building in",true
2,s023-the-washington-street-office-in-november-third-cup,chapter-three,619,634,"The Washington Street office in November. Third cup of",Nadia,"November","The Washington Street office in November",true
2,s024-dr-kofi-asante-university-of-ghana-department-of,chapter-three,635,635,"Dr. Kofi Asante. University of Ghana, Department of African",Nadia,"","Kofi Asante",true
2,s025-studies-archaeoacoustics-he-had-contacted-the-foun,chapter-three,636,662,"Studies. Archaeoacoustics. He had contacted the Foundation four",Nadia,"","He had contacted the Foundation four",true
2,s026-waves-within-2-of-the-strahov-specification-the-se,chapter-three,663,665,"waves within 2% of the Strahov specification. The seventh produces",Nadia,"","waves within 2% of the Strahov specification",true
2,s027-something-i-cannot-explain-with-the-strahov-model,chapter-three,666,678,"\"Something I cannot explain with the Strahov model. A secondary",Nadia,"","\"Something I cannot explain with the Strahov model",true
2,s028-she-almost-smiled-dr-asante,chapter-three,679,680,"She almost smiled. \"Dr. Asante -\"",Nadia,"","Asante -\"",true
2,s029-kofi-what-made-you-look-for-the-strahov-frequency,chapter-three,681,697,"\"Kofi. What made you look for the Strahov frequency in Ghana?\"",Nadia,"","What made you look for the Strahov frequency in Ghana?\"",true
2,s030-they-went-to-the-foundation-s-small-conference-room,chapter-three,698,705,"They went to the Foundation's small conference room. Kofi plugged in",Blake,"","They went to the Foundation's small conference room",true
2,s031-but-not-the-strahov-pattern,chapter-three,706,706,"But not the Strahov pattern.",Blake,"","But not the Strahov pattern.",true
2,s032-the-strahov-cymatics-produced-hexagons-she-d-seen-t,chapter-three,707,716,"The Strahov cymatics produced hexagons. She'd seen them in",Blake,"","The Strahov cymatics produced hexagons",true
2,s033-she-d-never-seen-in-the-foundation-s-data-a-pattern,chapter-three,717,738,"she'd never seen in the Foundation's data. A pattern that was eight",Blake,"","she'd never seen in the Foundation's data",true
2,s034-clinical-precision-of-the-foundation-s-monitoring-eq,chapter-three,739,759,"clinical precision of the Foundation's monitoring equipment. This was",Blake,"","clinical precision of the Foundation's monitoring equipment",true
2,s035-that-evening-nine-forty-alone-in-the-office-the-f,chapter-three,760,764,"That evening, nine-forty, alone in the office. The Fontomfrom sat on",Blake,"evening","office",true
2,s036-she-called-blake-iceland-1-am-he-picked-up-the-wa,chapter-three,765,782,"She called Blake. Iceland, 1 AM. He picked up the way he always",Blake,"1 AM","Iceland, 1 AM",true
2,s037-silence-from-iceland-the-hum-of-the-satellite-conne,chapter-three,783,787,"Silence from Iceland. The hum of the satellite connection, which",Blake,"","Silence from Iceland",true
2,s038-you-re-the-foundation-blake-said-carefully-you,chapter-three,788,829,"\"You're the Foundation,\" Blake said carefully. \"You're the reason",Blake,"","\"You're the Foundation,\" Blake said carefully",true
2,s039-andrew-had-watched-from-the-cottage-window-said-not,chapter-four,830,844,"Andrew had watched from the cottage window. Said nothing when",Blake,"","Andrew had watched from the cottage window",true
2,s040-nor-patience-for-typesetting-blake-printed-it-on-th,chapter-four,845,896,"nor patience for typesetting. Blake printed it on the cottage's inkjet,",Blake,"","Blake printed it on the cottage's inkjet,",true
2,s041-chamber-the-inner-circle-the-node-the-perpendicul,chapter-four,897,903,"chamber. The inner circle: the node. The perpendicular lines: the four",Blake,"","chamber",true
2,s042-he-worked-through-the-night-the-december-dark-was-t,chapter-four,904,980,"He worked through the night. The December dark was total. Iceland at",Blake,"night","Iceland at",true
2,s043-just-been-revised-at-the-foundation-level-they-had,chapter-four,981,1029,"just been revised at the foundation level. \"They had the body positions.",Blake,"","just been revised at the foundation level",true
2,s044-twenty-two-letters-of-the-hebrew-alphabet-the-kabba,chapter-four,1030,1062,"twenty-two letters of the Hebrew alphabet. The Kabbalistic foundation",Blake,"","The Kabbalistic foundation",true
2,s045-to-respond-to-the-position-of-the-body-in-the-chambe,chapter-four,1063,1079,"to respond to the position of the body in the chamber. The monks had",Blake,"","to respond to the position of the body in the chamber",true
2,s046-i-know-that-s-why-the-strahov-monks-had-both-texts,chapter-four,1080,1082,"\"I know. That's why the Strahov monks had both texts on the same",Blake,"","That's why the Strahov monks had both texts on the same",true
2,s047-late-three-in-the-morning-iceland-time-the-wind-h,chapter-four,1083,1087,"Late. Three in the morning, Iceland time. The wind had died for the first",Blake,"morning","Three in the morning, Iceland time",true
2,s048-blake-lay-on-the-cottage-floor-not-in-distress-in,chapter-four,1088,1151,"Blake lay on the cottage floor. Not in distress. In saturation. He had",Blake,"","Blake lay on the cottage floor",true
2,s049-the-cottage-was-silent-the-wind-was-still-the-whit,chapter-four,1152,1163,"The cottage was silent. The wind was still. The whiteboard glowed",Andrew,"","The cottage was silent",true
2,s050-at-five-twelve-in-the-morning-the-foundation-was-a,chapter-five,1164,1169,"At five-twelve in the morning, the Foundation was a frequency she",Andrew,"morning","At five-twelve in the morning, the Foundation was a frequency she",true
2,s051-the-iceland-chambers-nadia-s-frequency-was-institut,chapter-five,1170,1190,"the Iceland chambers. Nadia's frequency was institutional. The particular",Andrew,"","the Iceland chambers",true
2,s052-thought-the-coffee-was-for-work-the-work-was-the-f,chapter-five,1191,1197,"thought. The coffee was for work. The work was the Foundation. The",Andrew,"","The work was the Foundation",true
2,s053-january-kansas-city-the-temperature-outside-was-fo,chapter-five,1198,1209,"January. Kansas City. The temperature outside was fourteen",Andrew,"January","",true
2,s054-the-monitoring-report-was-from-andrew-subject-line,chapter-five,1210,1220,"The monitoring report was from Andrew. Subject line: \"Iceland. Session",Andrew,"","Subject line: \"Iceland",true
2,s055-subject-b-m-session-8th-chamber-duration-6-hour,chapter-five,1221,1294,"Subject: B.M. Session, 8th chamber. Duration: 6 hours. Entry: solo,",Andrew,"","Session, 8th chamber",true
2,s056-the-spoon-turned-the-foundation-was-quiet-in-the-wa,chapter-five,1295,1322,"The spoon turned. The Foundation was quiet in the way it was always",Blake,"","The Foundation was quiet in the way it was always",true
2,s057-addressed-the-process-because-the-process-was-the-f,chapter-five,1323,1324,"addressed the process. Because the process was the Foundation. And",Blake,"","Because the process was the Foundation",true
2,s058-silence-three-seconds-wind-against-the-iceland-cot,chapter-five,1325,1357,"Silence. Three seconds. Wind against the Iceland cottage windows,",Blake,"","Wind against the Iceland cottage windows,",true
2,s059-that-distinguishes-the-foundation-from-cognigenics,chapter-five,1358,1366,"that distinguishes the Foundation from Cognigenics. The consent that",Nadia,"","that distinguishes the Foundation from Cognigenics",true
2,s060-consent-the-foundation-s-first-principle-and-then-y,chapter-five,1367,1417,"consent the Foundation's first principle. And then you walked into the",Nadia,"","consent the Foundation's first principle",true
2,s061-10-15-pm-the-building-was-empty-the-security-guard,chapter-five,1418,1418,"10:15 PM. The building was empty. The security guard had said good",Nadia,"15 PM","",true
2,s062-night-at-9-45-the-stairwell-light-buzzed-the-serve,chapter-five,1419,1462,"night at 9:45. The stairwell light buzzed. The server room fans turned.",Nadia,"night","The server room fans turned.",true
2,s063-she-closed-the-laptop-the-screen-went-dark-the-off,chapter-five,1463,1470,"She closed the laptop. The screen went dark. The office went dark.",Nadia,"","The office went dark.",true
2,s064-she-picked-up-her-coat-turned-off-the-hallway-light,chapter-five,1471,1489,"She picked up her coat. Turned off the hallway light. Locked the",Nadia,"","Turned off the hallway light",true
2,s065-not-to-the-foundation-not-to-dr-blake-masters-c-o,chapter-six,1490,1492,"Not to the Foundation. Not to \"Dr. Blake Masters c/o N. Volkov.\"",Nadia,"","Not to the Foundation",true
2,s066-nadia-volkov-handwritten-the-postal-code-correct,chapter-six,1493,1505,"Nadia Volkov. Handwritten. The postal code correct. The apartment",Nadia,"","The apartment",true
2,s067-university-prague-the-postmark-was-eleven-days-old,chapter-six,1506,1527,"University, Prague. The postmark was eleven days old. International",Nadia,"","University, Prague",true
2,s068-ms-volkov,chapter-six,1528,1566,"Ms. Volkov -",Blake,"","",true
2,s069-nadia-closed-the-office-door-not-the-way-she-closed,chapter-six,1567,1633,"Nadia closed the office door. Not the way she closed it for meetings,",Nadia,"","Nadia closed the office door",true
2,s070-foundation-of-the-church-the-man-on-whom-the-instit,chapter-six,1634,1647,"foundation of the church. The man on whom the institution was built.",Nadia,"","foundation of the church",true
2,s071-asked-during-the-foundation-s-first-site-visit-whe,chapter-six,1648,1659,"asked, during the Foundation's first site visit, whether \"Dr. Masters\"",Blake,"","asked, during the Foundation's first site visit, whether \"Dr",true
2,s072-her-that-the-foundation-s-principal-investigator,chapter-six,1660,1691,"her, that \"the Foundation's principal investigator, Dr. Blake Masters,",Blake,"","her, that \"the Foundation's principal investigator, Dr",true
2,s073-eleven-minutes-the-office-was-silent-the-hvac-humm,chapter-six,1692,1692,"Eleven minutes. The office was silent. The HVAC hummed. The",Blake,"","The office was silent",true
2,s074-server-room-turned-the-stairwell-light-buzzed,chapter-six,1693,1697,"server room turned. The stairwell light buzzed.",Blake,"","server room turned",true
2,s075-permitted-herself-to-have-cream-stock-no-letterhea,chapter-six,1698,1729,"permitted herself to have. Cream stock. No letterhead. No Foundation",Blake,"","No Foundation",true
2,s076-somewhere-to-live-i-saw-the-foundation-survive-a-fe,chapter-six,1730,1764,"somewhere to live. I saw the Foundation survive a federal investigation",Blake,"","I saw the Foundation survive a federal investigation",true
2,s077-the-iceland-address-the-stone-cottage-the-postal-c,chapter-six,1765,1772,"The Iceland address. The stone cottage. The postal code she had",Blake,"","The Iceland address",true
2,s078-she-walked-to-the-foundation-s-mailbox-washington-s,chapter-six,1773,1773,"She walked to the Foundation's mailbox. Washington Street. February.",Blake,"February","She walked to the Foundation's mailbox",true
2,s079-the-air-was-twenty-eight-degrees-she-was-wearing-th,chapter-six,1774,1817,"The air was twenty-eight degrees. She was wearing the wool coat she kept on the hook behind her office door and no gloves, because she had",Blake,"","She was wearing the wool coat she kept on the hook behind her office door and no gloves, because she had",true
2,s080-she-closed-the-laptop-the-screen-went-dark,chapter-six,1818,1819,"She closed the laptop. The screen went dark.",Blake,"","",true
2,s081-iceland-for-nine-days-it-would-arrive-during-a-snow,chapter-six,1820,1827,"Iceland for nine days. It would arrive during a snowstorm, the heavy,",Blake,"","Iceland for nine days",true
2,s082-three-days-because-that-was-how-long-it-would-take,chapter-six,1828,1846,"Three days. Because that was how long it would take for Blake",Blake,"","",true
2,s083-seven-meetings-two-deadlines-one-phone-call-with-k,chapter-six,1847,1851,"Seven meetings. Two deadlines. One phone call with Kofi,",Blake,"","",true
2,s084-tomorrow-she-would-be-the-foundation-again-tonight,chapter-six,1852,1918,"Tomorrow she would be the Foundation again. Tonight she had",Blake,"night","Tomorrow she would be the Foundation again",true
2,s085-foundation-s-own-adverse-event-reports-from-the-mar,chapter-seven,1919,1952,"Foundation's own adverse event reports. From the Maryland data. From",Andrew,"","Foundation's own adverse event reports",true
2,s086-blake-looked-at-the-screen-the-maryland-chamber-had,chapter-seven,1953,1963,"Blake looked at the screen. The Maryland chamber had activated",Blake,"","The Maryland chamber had activated",true
2,s087-first-cohort-the-foundation-data-climbed-in-clean-s,chapter-seven,1964,1980,"first cohort. The Foundation data climbed in clean steps, each harmonic",Blake,"","The Foundation data climbed in clean steps, each harmonic",true
2,s088-the-chamber-blake,chapter-seven,1981,2013,"the chamber, Blake.\"",Blake,"","the chamber, Blake.\"",true
2,s089-13th-century-had-geometry-but-not-acoustics-the-str,chapter-seven,2014,2019,"13th century had geometry but not acoustics. The Strahov monks, 15th",Blake,"","The Strahov monks, 15th",true
2,s090-deployed-as-technology-the-foundation-present-the,chapter-seven,2020,2037,"deployed as technology. The Foundation, present, the knowledge",Blake,"","The Foundation, present, the knowledge",true
2,s091-foundation-and-cognigenics-solomon-s-temple-open-to,chapter-seven,2038,2043,"Foundation and Cognigenics. Solomon's temple open to the priests and",Blake,"","Foundation and Cognigenics",true
2,s092-the-phone-rang-at-4-pm-not-blake-s-cell-the-founda,chapter-seven,2044,2103,"The phone rang at 4 PM. Not Blake's cell, the Foundation's satellite line,",Blake,"4 PM","Not Blake's cell, the Foundation's satellite line,",true
2,s093-late-after-midnight-blake-stood-at-the-whiteboard,chapter-seven,2104,2196,"Late. After midnight. Blake stood at the whiteboard in the LED lantern's",Blake,"midnight","",true
2,s094-backpack-conspicuous-enough-in-a-medieval-french-c,chapter-eight,2197,2200,"backpack. Conspicuous enough, in a medieval French cathedral, to",Blake,"","Conspicuous enough, in a medieval French cathedral, to",true
2,s095-chartres-a-tuesday-in-march-the-cathedral-was-empt,chapter-eight,2201,2224,"Chartres. A Tuesday in March. The cathedral was empty, not the",Blake,"March","The cathedral was empty, not the",true
2,s096-limestone-quarried-eight-kilometers-from-the-cathed,chapter-eight,2225,2228,"limestone, quarried eight kilometers from the cathedral. Local stone.",Blake,"","limestone, quarried eight kilometers from the cathedral",true
2,s097-the-cathedral-spoke,chapter-eight,2229,2244,"The cathedral spoke.",Blake,"","The cathedral spoke.",true
2,s098-108-hz-below-the-strahov-specification-below-the-a,chapter-eight,2245,2278,"108 Hz. Below the Strahov specification. Below the Ars Notoria's",Blake,"","Below the Strahov specification",true
2,s099-candle-lighting-woman-was-gone-blake-was-alone-in-c,chapter-eight,2279,2347,"candle-lighting woman was gone. Blake was alone in Chartres Cathedral,",Blake,"","Blake was alone in Chartres Cathedral,",true
2,s100-he-called-andrew-from-the-cathedral-steps-the-march,chapter-eight,2348,2354,"He called Andrew from the cathedral steps. The March wind in",Blake,"March","He called Andrew from the cathedral steps",true
2,s101-a-long-silence-the-satellite-delay-was-part-of-it,chapter-eight,2355,2370,"A long silence. The satellite delay was part of it. Iceland to France:",Blake,"","Iceland to France:",true
2,s102-reims-two-days-later-the-second-cathedral,chapter-eight,2371,2376,"Reims. Two days later. The second cathedral.",Blake,"","The second cathedral.",true
2,s103-empty-the-cathedral-was-a-presence-before-it-was-a,chapter-eight,2377,2379,"empty. The cathedral was a presence before it was a destination. The",Blake,"","The cathedral was a presence before it was a destination",true
2,s104-the-cathedral-was-different-from-chartres-not-in-ki,chapter-eight,2380,2391,"The cathedral was different from Chartres. Not in kind, in",Blake,"","The cathedral was different from Chartres",true
2,s105-111-8-within-one-percent-of-the-strahov-specificati,chapter-eight,2392,2414,"111.8. Within one percent of the Strahov specification. Within the",Blake,"","Within one percent of the Strahov specification",true
2,s106-sitting-in-was-not-a-church-it-was-the-eighth-chamb,chapter-eight,2415,2431,"sitting in was not a church. It was the eighth chamber. It was the Iceland",Blake,"","It was the eighth chamber",true
2,s107-he-was-not-measuring-a-cathedral-this-time-he-was-m,chapter-eight,2432,2440,"He was not measuring a cathedral this time. He was measuring a",Blake,"","He was not measuring a cathedral this time",true
2,s108-length-and-alloy-they-sat-in-the-stone-chamber-with,chapter-eight,2441,2469,"length and alloy. They sat in the stone chamber with the body and the",Blake,"","They sat in the stone chamber with the body and the",true
2,s109-the-burial-chamber-was-three-meters-underground-the,chapter-eight,2470,2471,"The burial chamber was three meters underground. The walls were",Blake,"","The burial chamber was three meters underground",true
2,s110-dense-iron-bearing-the-chamber-was-six-meters-long,chapter-eight,2472,2491,"dense, iron-bearing. The chamber was six meters long, two meters wide,",Blake,"","The chamber was six meters long, two meters wide,",true
2,s111-astrid-stood-at-the-chamber-entrance-watching-wha,chapter-eight,2492,2500,"Astrid stood at the chamber entrance, watching. \"What number?\"",Blake,"","Astrid stood at the chamber entrance, watching",true
2,s112-chamber-knew-the-stone-was-singing-it-means-every-c,chapter-eight,2501,2506,"chamber knew the stone was singing. It means every culture that built",Blake,"","chamber knew the stone was singing",true
2,s113-astrid-was-quiet-for-a-long-time-the-chamber-hummed,chapter-eight,2507,2532,"Astrid was quiet for a long time. The chamber hummed around",Blake,"","The chamber hummed around",true
2,s114-sentence-abandoned-mid-clause-but-the-basement-was,chapter-eight,2533,2570,"sentence abandoned mid-clause. But the basement was the point. The",Blake,"","But the basement was the point",true
2,s115-every-surface-is-the-choir-he-didn-t-build-a-chambe,chapter-eight,2571,2571,"Every surface is the choir. He didn't build a chamber with a sweet spot.",Blake,"","He didn't build a chamber with a sweet spot.",true
2,s116-he-built-a-chamber-that-was-entirely-sweet-spot-the,chapter-eight,2572,2595,"He built a chamber that was entirely sweet spot. The catenary arch",Blake,"","He built a chamber that was entirely sweet spot",true
2,s117-the-next-day-montserrat,chapter-eight,2596,2729,"The next day. Montserrat.",Blake,"","",true
2,s118-foundation-i-am-the-person-you-are-speaking-to-wha,chapter-nine,2730,2835,"Foundation. I am the person you are speaking to. Whatever is in your",Teresa,"","Foundation",true
2,s119-the-walls-lined-with-acoustic-tiles-instead-of-natur,chapter-nine,2836,2853,"the walls lined with acoustic tiles instead of natural stone. Each chamber",Teresa,"","Each chamber",true
2,s120-bridge-that-your-foundation-uses-your-protocol-spen,chapter-nine,2854,2860,"bridge that your Foundation uses. Your protocol spends eight weeks on",Teresa,"","bridge that your Foundation uses",true
2,s121-spent-eleven-days-marcus-was-sitting-in-the-chamber,chapter-nine,2861,2896,"spent eleven days. Marcus was sitting in the chamber, chair reclined, eyes",Teresa,"","Marcus was sitting in the chamber, chair reclined, eyes",true
2,s122-the-medical-team-entered-the-chamber-not-because-th,chapter-nine,2897,2945,"the medical team entered the chamber. Not because they were slow.",Teresa,"","the medical team entered the chamber",true
2,s123-foundation-calls-that-the-demon-i-call-it-what-it-i,chapter-nine,2946,2955,"Foundation calls that the demon. I call it what it is: a choice made by a",Teresa,"","Foundation calls that the demon",true
2,s124-acquired-every-foundation-publication-every-confere,chapter-nine,2956,2999,"acquired every Foundation publication. Every conference presentation.",Nadia,"","acquired every Foundation publication",true
2,s125-substrate-she-paused-you-know-when-the-foundatio,chapter-nine,3000,3061,"substrate.\" She paused. \"You know when the Foundation is healthy the",Nadia,"","\"You know when the Foundation is healthy the",true
2,s126-sabrina-said-the-seizure-data-i-can-model-from-the,chapter-nine,3062,3064,"Sabrina said. \"The seizure data I can model from the Foundation's",Eva,"","\"The seizure data I can model from the Foundation's",true
2,s127-the-third-the-foundation-s-institutional-legal-coun,chapter-nine,3065,3083,"The third: the Foundation's institutional legal counsel. The shortest",Eva,"","The third: the Foundation's institutional legal counsel",true
2,s128-that-night-the-9-pm-call-blake-from-iceland-she-t,chapter-nine,3084,3107,"That night, the 9 PM call. Blake from Iceland. She told him about",Eva,"night","Blake from Iceland",true
2,s129-11-pm-washington-street-the-foundation-empty-the,chapter-nine,3108,3115,"11 PM. Washington Street. The Foundation empty. The server room turning.",Eva,"11 PM","Washington Street",true
2,s130-the-gospel-of-mary-photocopy-eva-s-letter-from-prag,chapter-nine,3116,3141,"The Gospel of Mary photocopy. Eva's letter from Prague. Teresa's",Eva,"","Eva's letter from Prague",true
2,s131-a-foundation-they-had-an-irb-they-had-a-locked-dra,chapter-nine,3142,3149,"a Foundation. They had an IRB. They had a locked drawer and a lawyer",Eva,"","a Foundation",true
2,s132-it-was-6-am-in-prague-eva-would-be-awake-eva-she,chapter-nine,3150,3156,"It was 6 AM in Prague. Eva would be awake. Eva, she had learned,",Andrew,"6 AM","It was 6 AM in Prague",true
2,s133-ms-volkov,chapter-nine,3157,3158,"\"Ms. Volkov.\"",Andrew,"","",true
2,s134-a-pause-the-sound-of-prague-in-the-morning-a-city,chapter-nine,3159,3210,"A pause. The sound of Prague in the morning, a city that has been",Andrew,"morning","The sound of Prague in the morning, a city that has been",true
2,s135-beside-the-photographed-strahov-pages-he-opened-the,chapter-ten,3211,3215,"beside the photographed Strahov pages. He opened the file. The",Andrew,"","beside the photographed Strahov pages",true
2,s136-the-chamber,chapter-ten,3216,3233,"The chamber.",Blake,"","The chamber.",true
2,s137-the-chamber-was-approximately-seven-meters-in-diamet,chapter-ten,3234,3243,"The chamber was approximately seven meters in diameter at its",Blake,"","The chamber was approximately seven meters in diameter at its",true
2,s138-111-23-hz-within-one-hundredth-of-a-hertz-of-the-su,chapter-ten,3244,3250,"111.23 Hz. Within one-hundredth of a hertz of the SubTropolis",Blake,"","Within one-hundredth of a hertz of the SubTropolis",true
2,s139-tune-the-chamber-after-construction-build-it-to-the,chapter-ten,3251,3254,"tune the chamber after construction. Build it to the approximate",Blake,"","tune the chamber after construction",true
2,s140-exactly-the-chamber-is-an-instrument-the-specific,chapter-ten,3255,3271,"\"Exactly. The chamber IS an instrument. The specifications give",Blake,"","The chamber IS an instrument",true
2,s141-against-the-chamber-model-the-proportional-match-is,chapter-ten,3272,3274,"against the chamber model. The proportional match is...\"",Blake,"","against the chamber model",true
2,s142-the-voynich-biological-section-isn-t-depicting-one-c,chapter-ten,3275,3278,"The Voynich biological section isn't depicting one chamber. It's",Blake,"","The Voynich biological section isn't depicting one chamber",true
2,s143-corresponding-to-eight-frequency-harmonics-each-ch,chapter-ten,3279,3279,"\"Corresponding to eight frequency harmonics. Each chamber tuned",Blake,"","Each chamber tuned",true
2,s144-to-a-different-harmonic-of-the-111-2-hz-fundamental,chapter-ten,3280,3282,"to a different harmonic of the 111.2 Hz fundamental. The first chamber",Blake,"","The first chamber",true
2,s145-blake-stared-at-the-rendering-on-his-laptop-one-cha,chapter-ten,3283,3284,"Blake stared at the rendering on his laptop. One chamber was",Blake,"","One chamber was",true
2,s146-a-cathedral-he-said-that-s-what-a-cathedral-is,chapter-ten,3285,3287,"\"A cathedral,\" he said. \"That's what a cathedral is. Multiple",Blake,"","\"A cathedral,\" he said",true
